tenure_months,monthly_charges,total_purchases,avg_order_value,num_support_tickets,days_since_last_purchase,is_premium_member,num_returns,app_sessions_per_week,email_open_rate,discount_usage_rate,churn
11.1,56.57,3,46.41,1,46.3,0,1,4.87,0.232,0.237,1
15.5,38.06,11,50.69,1,15.4,0,1,1.72,0.61,0.454,0
2.2,25.64,0,40.63,4,0.8,0,1,0.56,0.359,0.433,0
5.1,68.63,1,42.72,1,9.4,0,2,0.91,0.456,0.429,0
26.7,74.54,13,30.96,4,19.1,0,0,0.14,0.046,0.333,1
9.2,35.55,1,35.95,2,6.6,0,0,0.95,0.733,0.266,0
6.1,42.14,0,29.12,1,4.2,1,0,1.98,0.293,0.305,0
3.3,18.59,1,23.34,0,17.3,1,3,11.68,0.26,0.341,0
31.2,54.61,22,22.61,2,18.7,0,0,4.74,0.599,0.181,0
22.1,82.36,5,41.59,0,12.3,0,0,0.7,0.499,0.53,0
21.1,61.99,7,50.5,3,1.9,0,0,4.94,0.616,0.269,0
39.7,84.82,23,40.59,0,26.8,0,0,1.92,0.34,0.085,0
10.3,37.97,2,52.41,1,28.2,1,0,2.38,0.691,0.441,0
3.6,21.46,1,37.77,1,9.9,0,0,1.4,0.414,0.244,0
14.0,72.08,5,47.2,3,0.2,0,1,1.7,0.736,0.103,0
44.8,48.09,27,47.61,1,20.3,0,0,4.6,0.125,0.224,0
14.2,28.92,4,36.85,1,76.3,1,1,4.38,0.066,0.072,0
29.6,78.7,15,7.92,1,13.3,0,2,2.07,0.671,0.477,1
3.8,34.09,2,43.98,5,23.3,1,1,0.24,0.157,0.329,0
7.0,24.84,2,25.01,0,15.0,0,1,7.55,0.43,0.226,0
25.6,55.83,13,31.9,1,5.4,0,1,2.4,0.254,0.375,0
15.3,21.57,8,63.81,1,8.3,0,1,4.96,0.26,0.055,0
12.4,63.4,3,45.79,2,64.7,0,0,5.29,0.36,0.192,1
29.3,24.26,17,29.35,1,18.1,0,0,12.99,0.22,0.624,0
25.4,49.53,7,45.42,0,4.2,1,2,17.29,0.41,0.075,0
15.6,50.7,10,35.55,1,1.0,0,1,0.73,0.511,0.275,0
1.0,49.77,0,25.12,4,1.1,1,3,5.69,0.214,0.147,0
13.5,21.82,8,28.54,0,13.9,0,1,6.57,0.565,0.129,0
18.5,41.5,12,48.95,2,2.2,0,3,3.3,0.384,0.57,0
2.3,69.72,1,41.17,1,35.8,0,0,1.18,0.669,0.278,0
18.0,41.36,7,19.1,1,8.4,1,0,2.26,0.394,0.321,0
30.2,24.28,18,44.75,0,9.7,0,4,0.89,0.216,0.33,0
13.5,36.99,6,33.45,2,8.4,1,1,0.95,0.393,0.173,0
5.5,22.35,2,33.61,2,15.3,0,0,11.39,0.308,0.224,0
1.0,5.73,1,52.82,4,126.3,0,0,1.31,0.407,0.323,0
18.3,41.82,9,49.99,1,45.4,0,1,9.49,0.373,0.113,0
2.6,46.8,1,40.09,2,5.3,1,1,1.86,0.38,0.303,1
21.0,57.58,8,48.19,3,45.6,1,0,0.91,0.446,0.107,0
43.3,53.41,27,36.03,1,17.5,1,0,3.64,0.533,0.391,0
7.3,56.06,2,29.5,1,26.3,0,0,3.65,0.337,0.213,1
11.3,44.26,6,6.85,2,14.7,0,1,4.23,0.412,0.286,1
45.0,83.29,27,51.5,2,21.6,0,1,2.06,0.73,0.058,0
14.8,29.85,7,52.53,3,9.9,1,1,0.83,0.774,0.387,0
9.3,39.29,6,56.3,1,6.6,0,0,7.62,0.512,0.602,1
27.4,74.86,16,25.91,0,14.0,0,0,10.95,0.167,0.214,0
9.7,37.98,3,36.47,0,12.9,0,0,4.64,0.369,0.659,1
6.9,43.02,4,16.26,3,10.1,0,2,4.63,0.167,0.12,1
20.7,52.28,9,46.05,2,31.1,1,0,8.18,0.105,0.323,0
28.9,66.01,16,36.59,2,25.3,0,0,1.2,0.403,0.45,0
6.9,47.56,3,37.67,0,6.8,1,0,2.07,0.744,0.248,1
15.7,29.09,12,66.55,0,4.4,0,1,2.01,0.569,0.266,0
11.7,37.62,7,41.03,1,0.1,0,1,5.18,0.522,0.463,0
13.2,54.72,6,60.96,1,78.0,0,0,2.75,0.18,0.379,0
5.6,39.69,2,45.07,1,8.7,0,0,2.0,0.256,0.328,0
21.9,36.59,11,43.59,2,19.0,1,0,4.8,0.167,0.651,0
37.3,28.22,15,16.44,0,27.5,0,0,4.72,0.618,0.208,0
6.7,66.48,4,26.36,1,4.6,0,1,0.64,0.278,0.346,1
21.8,42.81,7,20.52,3,22.0,0,0,4.91,0.068,0.496,0
26.9,42.93,9,42.41,4,2.4,0,1,0.68,0.353,0.212,0
15.6,57.24,10,5.32,2,2.0,0,0,9.25,0.283,0.442,0
21.2,20.48,9,68.94,1,7.2,1,0,1.65,0.338,0.385,0
7.4,45.76,2,42.39,1,7.7,0,1,1.39,0.234,0.179,1
35.9,72.1,20,18.24,2,4.0,0,1,2.81,0.054,0.046,0
29.0,43.85,12,34.06,0,12.6,0,2,8.14,0.537,0.496,1
31.3,48.95,21,59.67,0,19.2,1,1,1.95,0.549,0.301,0
4.7,48.55,3,37.34,1,52.2,1,1,4.15,0.743,0.248,1
19.3,64.1,6,28.09,3,24.2,0,1,4.83,0.358,0.128,0
7.9,48.62,3,43.22,0,14.8,0,1,0.54,0.406,0.449,0
38.0,89.43,15,36.19,0,15.5,0,0,6.87,0.177,0.301,0
6.9,49.16,4,42.19,0,17.1,0,1,1.46,0.471,0.414,0
16.1,37.16,6,31.44,2,6.8,0,0,1.48,0.409,0.067,0
1.6,72.22,0,39.21,0,27.3,0,0,7.22,0.688,0.091,0
16.0,41.21,7,42.04,0,21.2,1,1,5.09,0.338,0.467,1
4.8,34.21,3,47.0,1,13.4,0,1,3.33,0.482,0.607,0
20.0,23.61,15,52.05,1,4.8,0,1,2.53,0.608,0.379,0
12.0,53.62,8,20.84,2,38.0,0,0,0.75,0.259,0.175,1
10.0,36.77,4,22.69,0,4.4,0,0,3.7,0.349,0.126,0
38.6,31.01,20,24.79,2,4.4,0,0,0.87,0.156,0.111,0
54.1,34.82,25,70.31,4,3.2,0,0,1.42,0.234,0.032,0
3.5,38.46,0,20.88,2,112.5,0,0,3.9,0.225,0.203,1
10.3,59.99,2,48.14,0,5.6,0,1,1.88,0.257,0.097,0
24.3,53.7,13,25.87,1,38.1,0,1,1.26,0.431,0.183,0
17.7,42.4,9,36.48,1,0.7,1,1,4.13,0.183,0.362,0
23.4,55.1,12,38.24,0,24.6,0,1,5.44,0.442,0.378,0
12.6,43.09,3,5.02,2,0.6,1,0,0.51,0.361,0.299,0
29.9,48.72,16,58.59,1,19.6,1,1,5.9,0.349,0.178,0
15.6,33.0,11,48.53,1,6.2,1,0,3.79,0.297,0.813,0
18.5,33.16,11,42.48,0,1.4,0,1,0.55,0.341,0.087,0
4.8,47.72,4,50.91,0,6.4,0,0,5.27,0.288,0.213,1
14.4,47.76,7,20.36,1,2.7,0,1,7.84,0.23,0.092,1
24.5,63.2,4,20.93,1,5.0,1,0,2.99,0.35,0.726,0
17.0,53.99,13,38.07,2,23.2,1,2,3.2,0.535,0.113,0
14.9,36.14,6,44.92,1,35.8,0,2,2.01,0.472,0.662,1
19.3,21.96,7,13.71,0,11.5,1,0,6.94,0.193,0.175,1
15.5,60.89,8,57.89,1,10.8,0,2,2.9,0.241,0.422,0
13.0,50.97,8,53.85,1,12.4,0,2,2.16,0.237,0.197,1
25.0,62.45,9,26.14,1,12.7,1,1,2.65,0.535,0.596,0
12.3,53.26,6,48.13,3,5.4,0,1,3.17,0.519,0.197,0
4.5,77.49,2,34.78,1,90.3,0,1,3.36,0.533,0.475,1
37.5,41.11,24,30.81,2,22.1,0,0,2.08,0.391,0.138,0
8.1,45.75,4,37.51,1,29.7,1,0,11.14,0.385,0.142,0
3.3,59.23,0,17.57,1,11.7,0,0,3.7,0.156,0.328,0
21.1,60.53,13,45.03,2,28.6,1,2,2.57,0.385,0.406,0
40.7,50.89,15,48.99,2,23.0,1,0,3.0,0.104,0.358,0
21.4,16.36,9,46.54,0,35.1,1,0,2.45,0.077,0.218,0
33.9,13.18,16,59.67,0,0.9,0,1,4.29,0.201,0.162,0
6.2,38.05,3,24.53,2,0.9,0,2,2.11,0.246,0.042,0
4.5,45.39,0,46.44,2,16.8,0,1,5.65,0.627,0.659,0
10.2,11.38,4,69.74,1,9.5,0,0,1.55,0.361,0.49,0
28.4,44.46,12,61.59,2,32.5,1,2,1.67,0.37,0.213,0
20.1,56.72,8,57.0,0,3.6,0,1,2.06,0.405,0.233,0
21.2,43.93,15,46.75,1,5.8,1,1,2.83,0.341,0.313,0
14.9,50.31,5,39.65,0,10.9,1,2,0.34,0.305,0.095,0
10.4,55.58,6,41.46,1,44.9,0,0,3.74,0.495,0.374,1
15.4,16.18,9,39.41,0,2.8,1,0,2.63,0.138,0.565,0
12.0,56.75,6,49.97,3,29.9,0,2,2.59,0.312,0.218,1
9.8,31.8,9,52.43,0,89.5,0,0,4.8,0.384,0.281,1
18.1,40.71,4,18.82,2,27.7,0,0,1.1,0.379,0.17,0
11.1,33.1,8,24.83,1,16.0,0,0,5.11,0.625,0.109,0
16.6,64.33,10,23.95,2,16.3,0,0,6.85,0.119,0.154,0
1.8,23.9,0,31.27,0,3.6,0,0,2.08,0.611,0.071,0
15.6,69.86,10,36.95,2,11.6,1,1,1.72,0.54,0.086,1
11.0,88.05,6,41.71,3,15.1,0,2,3.49,0.338,0.458,1
35.2,17.08,18,45.43,2,13.8,0,0,6.91,0.704,0.349,0
3.1,34.45,0,50.04,1,2.4,1,0,0.56,0.136,0.227,0
14.7,56.02,2,41.04,1,3.3,0,0,2.46,0.129,0.23,1
24.7,27.12,14,35.97,2,5.8,0,2,2.98,0.138,0.032,0
12.3,40.11,8,25.44,1,14.7,0,0,4.78,0.027,0.173,1
10.7,48.17,7,30.07,3,3.5,1,0,3.74,0.111,0.091,0
24.7,32.17,14,30.55,2,6.5,0,1,3.06,0.604,0.264,0
19.7,46.48,5,49.62,1,8.4,0,0,4.92,0.429,0.603,0
20.8,62.08,9,46.19,1,22.1,1,1,3.3,0.399,0.404,1
9.8,43.59,4,41.49,0,8.1,0,0,2.33,0.181,0.272,1
8.8,26.3,5,45.98,0,23.9,0,1,6.21,0.186,0.127,0
16.6,65.97,8,35.2,0,3.3,0,1,1.18,0.102,0.136,0
26.1,70.0,11,29.48,2,6.7,0,3,6.33,0.264,0.207,0
3.9,51.63,3,12.53,2,11.0,0,1,7.48,0.809,0.49,0
12.7,27.33,8,31.36,1,6.2,1,1,3.47,0.197,0.268,0
9.2,29.2,3,14.73,3,4.1,1,0,2.92,0.384,0.326,0
13.9,5.0,7,41.47,2,71.7,0,1,2.42,0.576,0.342,0
23.1,34.34,14,22.76,0,21.4,0,1,5.57,0.239,0.268,0
6.7,64.18,4,35.0,2,0.4,1,0,1.0,0.61,0.286,0
21.3,32.69,7,34.41,0,4.1,0,1,2.86,0.43,0.323,1
10.1,27.79,1,5.0,3,21.6,1,1,3.43,0.709,0.523,0
29.0,63.41,12,8.88,1,8.8,0,1,4.52,0.301,0.259,1
7.1,65.72,3,47.32,0,14.2,1,0,5.34,0.075,0.154,0
25.8,35.35,13,39.03,2,32.2,1,0,4.01,0.502,0.231,0
4.4,54.17,1,58.72,1,2.5,1,0,3.0,0.044,0.113,0
15.8,29.38,7,45.58,0,20.5,1,1,4.96,0.55,0.538,0
21.7,38.83,11,30.05,2,13.5,0,2,1.33,0.408,0.068,0
7.3,12.24,5,7.32,1,5.1,1,0,5.37,0.192,0.532,1
9.4,51.48,8,49.89,1,7.8,0,3,4.93,0.258,0.338,1
14.0,43.15,9,59.42,0,0.6,0,0,0.4,0.391,0.23,0
10.7,32.91,1,7.93,1,79.6,1,0,4.73,0.09,0.194,0
8.7,43.34,7,40.08,0,2.7,0,2,1.81,0.763,0.281,0
24.9,41.13,11,34.75,3,27.4,0,0,0.45,0.041,0.326,0
31.0,30.11,17,5.22,2,11.5,0,2,2.48,0.105,0.146,0
29.7,52.17,21,18.94,0,12.6,1,0,4.69,0.055,0.243,0
19.1,39.64,19,43.58,0,17.9,1,0,2.47,0.435,0.124,0
21.0,42.58,8,60.02,1,48.6,0,0,8.41,0.485,0.706,0
6.2,18.71,4,39.5,4,16.4,1,0,4.45,0.234,0.176,1
13.0,42.74,5,38.89,2,32.5,0,1,6.84,0.403,0.183,0
14.9,41.77,6,36.5,0,36.9,1,0,5.4,0.399,0.464,0
17.0,30.14,9,47.47,0,21.0,1,0,1.67,0.417,0.125,0
16.8,54.57,9,30.86,1,20.4,0,0,3.71,0.496,0.047,0
14.0,7.06,5,41.5,5,39.7,0,0,2.76,0.417,0.13,0
19.0,36.32,7,62.05,0,1.1,1,2,2.0,0.381,0.376,0
16.3,50.58,8,21.73,1,20.3,0,0,1.16,0.473,0.293,1
16.3,82.77,9,40.07,3,14.7,0,0,3.02,0.659,0.313,0
7.7,20.42,3,34.49,1,6.2,0,1,5.22,0.556,0.507,0
5.0,46.6,4,32.3,1,30.4,0,3,5.21,0.617,0.19,0
17.1,54.86,10,31.27,0,7.0,0,0,3.71,0.435,0.479,0
9.8,46.14,6,36.41,2,30.2,0,2,0.38,0.246,0.541,0
8.0,22.82,3,35.58,0,48.7,0,1,3.28,0.502,0.141,0
22.0,36.29,11,29.62,2,17.0,0,0,4.32,0.609,0.449,1
13.1,5.0,6,46.08,0,32.6,0,1,7.58,0.21,0.168,0
34.0,45.07,22,32.71,0,6.0,1,0,1.67,0.117,0.447,0
20.4,19.51,12,29.14,1,3.4,1,0,3.76,0.367,0.245,1
7.3,53.2,4,26.14,0,16.8,0,1,2.68,0.452,0.236,0
22.2,33.24,8,48.94,1,11.1,0,1,5.12,0.69,0.109,0
18.4,31.54,9,15.82,0,11.0,0,0,1.62,0.41,0.455,0
7.0,48.0,3,41.28,1,2.7,0,0,1.35,0.385,0.162,0
8.8,49.68,5,44.75,0,55.3,0,1,3.77,0.231,0.466,1
21.5,60.68,14,5.0,1,2.3,0,1,3.75,0.51,0.491,0
2.5,40.3,2,25.86,1,6.9,1,1,0.99,0.246,0.455,0
1.5,43.1,1,52.34,3,12.8,0,1,2.93,0.258,0.171,0
15.6,20.05,7,68.61,2,27.2,1,0,4.18,0.75,0.531,0
14.8,71.07,5,26.54,2,19.8,0,0,3.69,0.349,0.201,1
16.6,28.18,8,24.54,0,1.5,0,2,3.57,0.802,0.469,0
14.8,58.05,6,27.19,2,0.9,1,1,4.29,0.079,0.205,0
18.8,58.18,10,46.83,0,16.9,0,0,4.04,0.31,0.393,0
31.3,52.2,18,39.34,2,0.2,0,2,6.5,0.436,0.335,0
13.8,40.73,7,40.93,0,16.6,0,0,4.21,0.294,0.522,0
3.6,38.47,4,49.99,2,4.0,0,2,2.34,0.525,0.265,0
2.1,43.85,3,62.39,2,4.2,0,0,0.51,0.407,0.308,0
10.5,10.73,5,9.1,2,3.9,0,0,1.43,0.272,0.162,1
10.7,44.53,3,47.73,0,29.8,1,1,4.2,0.506,0.286,0
4.3,71.74,2,55.32,2,12.8,0,1,7.33,0.278,0.485,1
1.2,40.93,1,47.03,1,4.8,0,1,5.39,0.851,0.177,0
9.9,44.41,5,32.45,1,1.3,0,0,3.58,0.177,0.209,0
40.5,26.57,19,56.19,1,11.7,0,1,1.28,0.165,0.335,0
18.3,48.34,8,31.43,0,15.1,1,0,2.2,0.729,0.159,0
17.1,31.0,11,41.41,2,18.0,0,0,5.51,0.35,0.457,0
12.1,60.3,9,20.56,0,1.8,1,0,1.38,0.264,0.282,0
10.4,65.54,7,35.37,2,9.4,0,5,1.04,0.271,0.289,1
19.6,69.47,17,56.96,2,8.5,1,0,4.48,0.318,0.334,0
4.8,19.02,5,54.15,1,8.0,0,1,8.1,0.657,0.149,1
47.6,58.01,31,46.38,3,43.9,0,1,1.69,0.316,0.301,0
5.1,56.65,3,74.92,1,9.0,0,0,1.82,0.489,0.303,0
20.9,37.53,9,51.05,1,20.3,0,1,2.17,0.182,0.41,1
5.6,66.47,4,31.26,0,42.8,1,2,6.23,0.509,0.389,0
15.1,52.46,13,42.73,3,0.1,0,1,7.78,0.127,0.158,0
22.4,69.72,8,40.79,2,27.1,0,1,7.72,0.638,0.496,0
2.9,22.18,1,28.19,1,21.0,1,1,6.71,0.411,0.302,0
6.2,32.15,4,38.72,0,48.2,0,1,3.32,0.221,0.177,1
6.5,46.69,3,40.36,0,12.1,0,0,1.92,0.107,0.8,1
11.2,66.11,1,52.87,1,62.9,0,0,5.3,0.403,0.112,0
16.5,53.19,7,57.24,1,12.5,0,0,9.66,0.274,0.195,0
41.1,27.93,25,19.1,1,1.4,0,1,7.89,0.661,0.176,0
8.7,76.97,6,44.61,1,29.1,0,2,2.52,0.706,0.396,0
39.4,39.7,26,41.95,0,0.5,0,2,6.27,0.582,0.658,0
17.8,28.51,2,55.57,0,67.8,0,1,7.72,0.307,0.46,0
5.0,31.05,1,29.16,1,0.0,1,1,3.26,0.299,0.358,0
12.1,21.02,5,33.55,0,24.4,0,1,3.79,0.392,0.642,0
3.7,5.0,1,42.06,0,2.2,1,0,3.92,0.515,0.17,0
10.5,42.9,4,42.58,3,14.0,0,1,3.29,0.325,0.172,0
9.9,17.02,4,48.73,3,2.6,0,1,1.58,0.445,0.184,1
15.2,50.65,6,54.4,1,17.1,0,0,1.5,0.127,0.171,0
20.9,62.72,9,34.79,1,16.4,0,0,3.49,0.838,0.266,0
12.8,51.78,5,24.57,4,1.4,1,0,11.01,0.579,0.25,0
5.5,45.79,3,23.84,1,3.2,0,0,2.08,0.094,0.165,0
33.9,17.26,14,58.81,4,25.0,0,1,4.15,0.154,0.483,1
42.8,60.23,23,23.24,0,21.9,1,3,4.82,0.481,0.569,0
11.9,80.04,6,52.99,0,6.9,0,0,2.59,0.226,0.089,0
17.3,70.35,5,6.62,4,4.0,0,0,4.64,0.314,0.337,1
11.4,21.05,4,47.39,0,22.5,0,0,2.66,0.24,0.093,0
15.3,43.6,6,36.37,0,15.4,0,2,6.07,0.394,0.154,1
15.9,39.91,10,49.95,1,5.8,0,1,3.42,0.496,0.412,0
4.3,37.84,4,34.5,1,77.0,1,0,1.24,0.77,0.317,0
10.6,45.49,5,36.31,0,9.5,0,0,3.01,0.189,0.134,1
27.4,83.97,14,41.09,2,23.2,0,1,4.28,0.314,0.169,0
25.8,46.93,11,21.12,0,43.0,0,2,5.12,0.44,0.326,1
10.5,37.0,7,40.16,3,61.3,0,0,5.98,0.56,0.176,1
16.2,50.36,12,38.96,2,45.3,1,1,7.28,0.318,0.116,0
11.1,21.36,8,62.97,0,17.9,0,1,2.27,0.748,0.251,1
21.5,32.11,7,51.37,0,4.7,1,0,3.29,0.458,0.385,0
2.9,62.75,2,50.01,0,52.4,0,0,5.85,0.174,0.096,0
19.6,48.39,6,41.58,2,75.5,0,2,8.06,0.57,0.109,0
35.5,82.83,18,50.49,3,0.1,0,1,9.69,0.345,0.242,0
7.6,49.82,3,14.1,3,48.4,0,0,12.52,0.455,0.305,0
32.3,22.58,9,51.65,0,43.5,0,0,6.77,0.523,0.291,0
16.8,16.47,7,25.92,2,12.0,0,1,1.2,0.509,0.346,0
12.8,63.03,4,18.95,1,31.6,1,1,5.76,0.658,0.338,0
10.4,26.25,7,36.27,0,59.8,0,1,2.45,0.274,0.068,1
33.1,24.64,14,46.56,2,7.4,1,0,6.18,0.308,0.285,0
11.1,35.73,5,78.69,3,12.7,0,0,11.88,0.095,0.305,0
39.0,62.93,22,7.64,0,3.0,1,1,13.48,0.08,0.13,0
36.1,38.38,21,29.2,1,6.9,0,0,2.53,0.273,0.605,0
9.2,29.85,8,39.98,2,43.1,0,0,2.54,0.41,0.389,0
11.8,66.83,6,29.5,5,4.0,0,0,3.3,0.261,0.07,0
2.0,63.76,1,76.87,1,57.0,0,0,4.13,0.245,0.109,0
13.1,75.01,6,45.86,0,16.4,1,0,3.85,0.329,0.522,0
14.4,69.32,5,35.1,0,24.3,0,0,6.64,0.68,0.434,0
29.4,64.06,14,19.33,1,10.0,0,0,6.09,0.416,0.289,0
37.4,31.48,23,28.94,0,5.3,0,1,3.86,0.294,0.49,0
22.9,56.86,7,48.98,2,13.2,0,0,1.46,0.424,0.469,0
27.8,66.86,19,29.1,3,7.3,1,1,0.8,0.532,0.093,0
11.8,78.4,9,48.36,1,14.7,0,1,1.75,0.066,0.094,0
4.6,48.08,6,46.15,4,2.1,0,2,0.89,0.402,0.051,1
16.7,36.14,7,43.42,0,49.9,1,1,2.0,0.502,0.372,0
29.1,29.09,17,46.71,2,6.4,0,2,2.56,0.355,0.021,0
1.0,62.63,0,49.56,1,20.1,0,0,3.01,0.514,0.14,1
14.9,33.0,10,36.67,0,20.9,0,0,5.59,0.767,0.715,0
2.4,46.93,2,34.38,0,5.8,0,1,0.44,0.141,0.332,0
7.1,29.16,2,36.24,0,114.7,1,0,1.47,0.477,0.82,0
15.4,42.14,6,16.95,3,13.2,1,2,5.33,0.194,0.529,0
37.8,52.9,22,56.69,1,28.1,1,0,4.12,0.066,0.506,0
13.8,49.85,6,14.89,1,0.6,0,0,4.0,0.425,0.534,0
21.9,58.28,13,10.02,1,5.2,0,1,1.52,0.427,0.183,0
16.6,20.27,7,64.6,4,2.2,1,1,7.57,0.071,0.175,0
7.5,42.9,8,53.27,0,8.5,0,1,9.05,0.369,0.033,0
19.1,36.54,15,36.08,0,27.2,0,0,1.11,0.437,0.463,0
4.5,27.32,5,60.53,1,3.0,1,0,2.11,0.579,0.345,0
13.7,31.51,6,30.78,0,10.7,1,0,2.09,0.269,0.224,0
32.6,28.91,13,54.28,2,4.4,0,0,2.76,0.62,0.134,0
15.7,51.3,9,33.5,2,5.1,0,0,4.0,0.565,0.424,0
16.6,52.2,5,46.23,2,1.0,0,1,7.6,0.394,0.128,0
10.5,60.76,5,38.75,0,14.2,0,0,1.77,0.474,0.453,1
3.1,50.91,1,14.43,1,3.6,0,0,2.49,0.392,0.321,1
11.4,47.86,8,28.1,0,7.4,0,1,1.44,0.723,0.485,0
24.9,46.42,14,32.3,0,8.9,1,0,4.27,0.556,0.38,0
18.2,57.16,7,41.96,3,5.2,0,0,6.07,0.155,0.356,0
4.7,7.08,3,38.4,4,13.0,0,0,1.81,0.336,0.296,0
2.2,43.94,1,12.12,0,1.9,0,1,9.05,0.095,0.316,1
7.4,50.71,7,25.66,2,24.6,0,1,3.45,0.1,0.525,0
11.5,77.21,4,57.1,1,6.9,1,0,2.26,0.398,0.273,0
12.2,24.99,8,33.58,1,14.3,0,1,8.34,0.288,0.671,0
12.3,24.36,4,17.19,2,2.4,0,0,5.43,0.3,0.097,0
13.7,5.0,4,53.36,1,0.5,1,1,4.24,0.57,0.251,0
18.6,19.97,8,34.88,1,8.6,0,2,5.0,0.066,0.37,0
9.9,42.28,4,51.55,1,22.3,0,0,8.12,0.762,0.12,0
6.1,31.97,2,27.55,2,11.9,0,3,1.28,0.42,0.536,1
20.2,31.58,14,25.7,0,24.6,0,0,15.92,0.762,0.408,0
25.3,45.41,15,24.68,1,21.2,0,2,6.0,0.912,0.187,0
8.6,55.48,0,39.87,3,24.8,0,0,2.82,0.387,0.266,0
47.8,45.23,29,68.52,0,38.4,1,0,3.51,0.299,0.13,0
36.5,45.48,16,31.67,1,6.3,1,1,3.55,0.079,0.287,0
5.1,52.26,1,41.01,1,0.1,0,0,5.18,0.369,0.18,0
2.4,12.01,3,68.91,1,1.0,0,1,1.72,0.578,0.52,0
11.9,47.32,4,38.75,3,4.9,0,1,0.93,0.625,0.316,0
16.7,43.65,11,21.8,0,2.3,1,1,2.0,0.384,0.16,0
47.3,44.87,30,36.89,3,6.7,0,0,1.46,0.45,0.411,0
46.3,34.49,19,41.73,1,18.5,0,0,2.62,0.444,0.306,0
21.9,41.3,15,22.47,0,29.1,1,2,2.05,0.609,0.378,0
10.1,52.25,4,31.41,1,3.4,0,0,1.5,0.441,0.13,0
30.3,73.96,13,26.04,2,17.1,0,0,7.73,0.164,0.022,0
15.0,14.56,8,69.2,1,45.4,1,0,5.39,0.316,0.081,0
4.1,55.29,1,18.33,2,27.2,0,1,2.53,0.248,0.243,0
4.2,66.92,0,28.73,1,3.4,0,1,6.18,0.171,0.342,0
10.1,22.13,2,15.05,2,20.6,0,0,1.51,0.306,0.316,0
26.9,41.77,11,26.43,3,13.0,0,0,2.46,0.33,0.303,1
5.5,49.96,1,34.2,1,5.8,0,1,8.68,0.76,0.332,0
10.1,81.16,5,47.39,1,15.0,0,2,4.1,0.595,0.136,0
36.2,84.12,12,49.77,2,3.5,0,0,7.66,0.088,0.06,0
18.2,22.13,10,30.65,1,7.6,0,0,1.11,0.495,0.395,0
19.7,39.56,12,43.92,1,8.9,0,1,9.81,0.521,0.325,0
27.6,48.59,15,7.06,0,8.2,0,0,1.52,0.307,0.529,0
10.3,55.02,4,41.2,0,1.9,0,0,7.06,0.209,0.234,0
37.9,48.61,17,29.81,3,10.7,0,2,3.18,0.259,0.253,0
22.4,27.93,12,35.14,1,37.0,1,1,6.03,0.566,0.722,0
12.5,27.14,2,54.22,1,36.5,0,0,4.12,0.314,0.127,0
33.2,17.26,23,33.81,1,10.9,1,0,7.33,0.336,0.145,0
21.7,8.63,10,48.01,1,0.3,0,0,3.82,0.318,0.367,0
13.5,16.85,6,9.38,0,17.3,0,0,1.78,0.474,0.162,0
20.1,65.91,12,40.37,2,18.1,0,1,5.43,0.474,0.224,0
6.6,57.79,3,63.18,2,38.8,0,0,8.58,0.866,0.217,0
30.3,54.96,14,32.11,0,36.4,1,0,1.16,0.02,0.16,0
46.8,40.99,27,21.64,0,29.8,0,1,8.64,0.403,0.162,0
3.0,44.25,2,49.41,3,38.9,0,0,1.64,0.602,0.159,0
8.6,40.16,4,48.54,2,5.7,1,3,11.24,0.121,0.092,0
8.0,16.44,3,45.61,0,16.7,0,0,1.11,0.072,0.516,0
23.4,56.66,12,7.53,0,54.3,0,0,6.45,0.234,0.374,0
16.1,60.35,4,28.04,4,15.1,1,0,5.13,0.163,0.083,0
9.7,24.29,6,26.28,3,44.0,0,1,4.93,0.353,0.041,0
10.9,24.28,3,35.05,1,47.5,1,0,2.3,0.039,0.076,0
9.0,51.33,3,21.1,0,1.5,1,0,3.35,0.428,0.192,0
21.4,51.17,6,47.42,4,49.4,0,0,6.33,0.156,0.097,0
15.9,58.19,10,43.46,1,2.1,0,0,2.53,0.497,0.242,0
10.5,70.44,6,68.85,1,10.3,0,1,6.54,0.437,0.484,0
9.1,25.96,5,47.07,1,27.9,0,1,2.09,0.348,0.222,0
33.6,43.52,18,25.53,2,1.5,1,0,1.71,0.744,0.193,0
29.8,26.99,15,28.24,2,10.1,1,1,1.98,0.553,0.233,0
21.5,28.29,17,55.64,1,5.3,0,2,1.12,0.438,0.44,0
27.7,37.26,10,6.78,0,24.5,1,0,2.42,0.512,0.103,0
4.1,70.93,2,20.13,3,40.7,0,0,4.49,0.136,0.024,1
5.4,64.89,4,45.77,2,29.2,0,0,2.21,0.596,0.297,1
4.9,43.65,1,48.76,3,15.9,0,0,1.01,0.122,0.225,0
13.8,6.19,6,36.85,1,37.1,0,0,2.56,0.223,0.098,1
28.3,52.07,11,33.07,2,38.7,0,0,1.03,0.439,0.416,0
9.8,51.65,7,30.32,0,13.7,0,0,4.54,0.64,0.13,0
31.0,28.2,14,27.41,2,38.6,1,0,4.39,0.683,0.141,0
8.5,59.95,3,34.75,0,44.5,0,0,3.99,0.192,0.251,0
12.4,27.85,6,65.5,0,0.2,1,3,1.66,0.341,0.039,1
9.7,59.9,5,5.0,1,42.5,0,2,0.95,0.234,0.365,1
11.6,49.34,6,23.07,0,1.1,0,1,1.86,0.49,0.22,0
12.7,18.72,7,63.76,1,7.1,0,1,7.36,0.353,0.04,0
