,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
13457,14,M,QRUYH8C,Town,No Membership,2016-04-02,No,xxxxxxxx,Without Offers,?,Mobile_Data,06:31:00,5,335.11,34844.14,22.0,,Yes,No,Yes,No Information Available,No reason specified,1
13458,61,F,1AX4K7H,Town,No Membership,2015-06-26,Yes,xxxxxxxx,Without Offers,Both,Wi-Fi,01:48:29,10,578.43,28499.72,7.0,620.99,Yes,No,No,Not Applicable,Too many ads,1
13459,25,M,55YCP7N,Village,Basic Membership,2016-04-26,Yes,CID40904,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:38:15,-999,235.45,19088.61,Error,283.25608723215686,Yes,No,No,Not Applicable,Poor Product Quality,1
13460,62,F,5JEBB8E,Village,Silver Membership,2016-06-25,Yes,CID11473,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:08:45,1,798.86,26655.87,21.0,649.95,No,Yes,Yes,No Information Available,No reason specified,1
13461,27,F,SC5V5AR,City,No Membership,2015-07-14,Yes,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,04:22:24,17,124.04,36310.64,24.0,,Yes,No,No,Not Applicable,Poor Product Quality,1
13462,60,F,EEKAH5C,City,No Membership,2016-06-28,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:39:24,6,47.54,15789.29,14.0,608.58,Yes,No,Yes,No Information Available,No reason specified,1
13463,44,F,T7LRA1C,,No Membership,2016-04-26,Yes,CID23211,Credit/Debit Card Offers,Desktop,Fiber_Optic,14:49:07,19,124.45,27017.88,27.0,551.13,Yes,No,Yes,Solved,Poor Customer Service,1
13464,17,M,HJXJ6FX,,Silver Membership,2016-09-29,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,13:33:34,19,353.21,31784.16,6.0,737.43,Yes,No,No,Not Applicable,User Friendly Website,0
13465,64,F,O2V0UFC,City,No Membership,2015-06-06,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,17:30:36,15,383.53,20269.14,25.0,,No,Yes,Yes,No Information Available,No reason specified,1
13466,53,M,XXPIYA9,Town,Basic Membership,2016-10-20,No,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,02:45:10,13,225.09,7289.41,16.0,689.78,Yes,No,Yes,Solved in Follow-up,No reason specified,1
13467,18,F,HFMTN2B,Town,No Membership,2017-04-27,Yes,CID18070,Credit/Debit Card Offers,Both,Wi-Fi,17:39:17,22,-619.0989592701142,9254.43,25.0,681.1,Yes,Yes,No,Not Applicable,Too many ads,1
13468,18,F,5W8ADIY,Village,No Membership,2015-10-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,02:24:13,23,77.81,45675.87,28.0,641.66,Yes,No,Yes,Unsolved,Poor Customer Service,1
13469,26,M,0B26561,Town,No Membership,2015-08-01,Yes,CID16225,Gift Vouchers/Coupons,Desktop,Fiber_Optic,16:57:17,10,78.05,3160.2,28.0,849.3347264392078,Yes,No,No,Not Applicable,Poor Customer Service,1
13470,25,F,CC4Y22W,Town,Basic Membership,2015-01-11,Yes,CID3266,Gift Vouchers/Coupons,?,Mobile_Data,03:38:04,15,146.75,19233.38,19.0,585.52,No,Yes,No,Not Applicable,Poor Website,1
13471,59,F,H428IDZ,City,No Membership,2016-05-15,Yes,CID25756,Credit/Debit Card Offers,Smartphone,Mobile_Data,03:05:02,10,130.49,42278.41,27.0,663.03,Yes,No,Yes,No Information Available,Poor Website,1
13472,18,M,AV046PZ,City,No Membership,2015-09-28,?,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,21:31:43,15,76.58,5323.62,21.0,575.17,No,Yes,No,Not Applicable,Poor Website,1
13473,27,F,W7EH9Z0,Town,Basic Membership,2017-11-07,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:34:48,15,42.04,43005.07,17.0,605.31,Yes,No,Yes,No Information Available,No reason specified,1
13474,48,M,6Q9R20F,City,Gold Membership,2017-06-06,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,07:16:19,16,749.4,37605.93,Error,715.76,Yes,No,No,Not Applicable,Poor Website,1
13475,29,F,3X4SJ4U,,Platinum Membership,2016-06-25,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,09:33:50,15,1220.2562251106467,6880.96,19.0,333.21387725731154,No,Yes,Yes,No Information Available,Too many ads,0
13476,20,F,1OMKK4A,Village,Basic Membership,2016-10-14,?,CID57012,Gift Vouchers/Coupons,?,Wi-Fi,09:55:27,5,71.76,42539.48,Error,635.3,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
13477,20,M,XVME5QW,City,Platinum Membership,2017-10-13,Yes,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,23:46:01,5,1128.2,16694.25,2.0,,Yes,No,No,Not Applicable,Quality Customer Care,0
13478,24,F,A49RQ42,Town,Platinum Membership,2017-10-27,No,xxxxxxxx,,?,Mobile_Data,15:45:59,2,234.6,3230.04,29.0,749.93,No,Yes,Yes,Solved,Too many ads,0
13479,36,M,T317A39,City,Gold Membership,2015-07-22,Yes,CID6945,Credit/Debit Card Offers,?,Wi-Fi,09:08:03,17,134.79,46502.51,10.0,770.81,Yes,No,Yes,Solved,Too many ads,0
13480,27,M,UQT9BQL,City,Basic Membership,2015-05-03,Yes,CID10804,Gift Vouchers/Coupons,Both,Fiber_Optic,09:24:19,4,514.36,33388.99,19.0,666.37,No,Yes,Yes,Solved,Poor Product Quality,1
13481,32,M,TCOFG4M,,Basic Membership,2017-02-28,Yes,CID47447,Without Offers,?,Mobile_Data,15:01:01,22,122.82,41722.26,10.0,505.98,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
13482,24,F,RBHRKDE,Town,Gold Membership,2017-12-28,Yes,CID29125,Gift Vouchers/Coupons,Smartphone,Wi-Fi,04:38:03,-999,529.7,44342.43,19.0,654.44,Yes,Yes,No,Not Applicable,Too many ads,1
13483,44,M,IEN49UQ,City,No Membership,2017-12-03,Yes,CID18652,Credit/Debit Card Offers,Desktop,Wi-Fi,12:48:16,14,50.06,35559.82,Error,699.53,No,Yes,No,Not Applicable,Poor Product Quality,1
13484,55,M,KIPB0BF,Town,Basic Membership,2015-08-15,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,08:38:35,7,284.38,47433.42,21.0,589.75,Yes,No,Yes,Solved in Follow-up,No reason specified,1
13485,48,F,451LTW5,,Gold Membership,2016-10-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,01:21:59,12,316.38,17375.46,16.0,725.33,No,Yes,No,Not Applicable,Poor Customer Service,0
13486,52,M,OPW2W96,City,Gold Membership,2016-02-19,Yes,CID9424,Without Offers,Desktop,Mobile_Data,11:01:35,12,96.74,21774.07,21.0,1011.8862651938916,Yes,No,Yes,Solved in Follow-up,No reason specified,0
13487,47,F,Y2U9O22,City,Basic Membership,2016-04-06,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,21:56:25,10,31.88,2966.12,7.0,643.26,Yes,No,No,Not Applicable,Poor Product Quality,1
13488,22,F,NWIY0RZ,,Silver Membership,2015-04-17,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19:50:29,15,139.27,38737.47,13.0,,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
13489,11,M,Y6H59R3,City,Platinum Membership,2015-01-06,Yes,CID61797,Credit/Debit Card Offers,Desktop,Mobile_Data,14:04:46,16,209.54,8221.02,7.0,725.04,Yes,No,Yes,Solved in Follow-up,Poor Website,0
13490,60,M,BZQTRM6,Town,Silver Membership,2016-02-17,?,CID22016,Credit/Debit Card Offers,?,Fiber_Optic,03:17:06,10,175.09,5741.73,26.0,628.42,No,Yes,No,Not Applicable,No reason specified,1
13491,37,M,0996QPZ,Town,Premium Membership,2015-04-23,Yes,CID190,Credit/Debit Card Offers,Smartphone,Wi-Fi,15:10:05,20,197.55,62612.82,9.0,37.903701829558095,No,Yes,No,Not Applicable,Products always in Stock,0
13492,61,M,T88SIH5,City,Premium Membership,2016-09-19,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,02:28:54,-999,257.88,5446.34,20.0,722.83,No,Yes,No,Not Applicable,Poor Website,0
13493,25,F,GM1TLHO,,No Membership,2017-07-23,?,CID23608,Without Offers,Smartphone,Wi-Fi,01:41:44,6,71.92,20872.9,29.0,705.21,Yes,No,Yes,No Information Available,No reason specified,1
13494,11,F,U51LX1M,City,Gold Membership,2016-11-25,Yes,CID9927,Without Offers,Both,Fiber_Optic,14:38:41,13,214.63,32065.76,12.0,437.8825313368537,Yes,No,No,Not Applicable,No reason specified,0
13495,50,F,6EUERRE,Town,Gold Membership,2015-09-17,Yes,CID3603,Without Offers,Smartphone,Mobile_Data,23:17:47,7,33.24,60205.26,5.0,711.37,Yes,No,Yes,Unsolved,User Friendly Website,0
13496,64,M,XSZTEKB,Town,Gold Membership,2017-08-25,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,08:35:05,17,334.19,22141.23,26.0,649.32,Yes,No,No,Not Applicable,No reason specified,1
13497,51,M,SSW0Q2E,City,Basic Membership,2017-07-28,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,06:47:30,18,323.26,46523.15,5.0,624.37,Yes,No,No,Not Applicable,Poor Website,1
13498,29,M,DP50LRF,Village,Basic Membership,2017-05-15,?,CID52231,Credit/Debit Card Offers,Both,Fiber_Optic,05:53:45,5,1092.18,7307.68,23.0,686.82,Yes,No,Yes,No Information Available,Too many ads,1
13499,61,M,TW10JP0,Town,Silver Membership,2016-03-30,?,CID55561,Without Offers,Smartphone,Wi-Fi,06:40:36,9,131.71,31864.74,18.0,616.7,No,Yes,Yes,Unsolved,Poor Customer Service,1
13500,40,F,Q0GW3IP,Town,No Membership,2016-05-24,Yes,CID56771,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11:50:32,7,46.28,16182.74,24.0,667.83,Yes,No,Yes,Solved,Poor Product Quality,1
13501,63,F,4IPZHYR,Village,Silver Membership,2015-04-13,No,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,18:18:00,17,206.03,8910.93,14.0,797.35,No,Yes,No,Not Applicable,Too many ads,0
13502,30,F,7HUKR7R,Town,Basic Membership,2016-12-09,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:10:25,11,87.64,9463.67,18.0,698.76,Yes,No,Yes,Unsolved,Too many ads,1
13503,24,F,T3QLFZD,City,Platinum Membership,2016-01-21,?,CID42775,Credit/Debit Card Offers,Both,Wi-Fi,12:53:20,7,756.53,37353.01,Error,805.64,Yes,Yes,No,Not Applicable,Products always in Stock,0
13504,60,M,C5EKLTU,Village,Platinum Membership,2016-11-26,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19:38:22,13,426.6,5732.01,45.66402805017899,721.45,Yes,No,Yes,No Information Available,No reason specified,0
13505,38,F,VGMQGWK,Village,Basic Membership,2016-04-11,Yes,CID12849,Credit/Debit Card Offers,Desktop,Mobile_Data,03:41:08,13,748.04,12915.34,25.0,501.42,No,Yes,No,Not Applicable,Poor Product Quality,1
13506,49,M,EY3SSND,Village,Silver Membership,2017-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,21:35:57,8,33.9,10441.66,24.0,692.95,No,Yes,Yes,Solved,Poor Customer Service,1
13507,20,M,ZQH7Q2D,Town,Platinum Membership,2017-10-18,Yes,CID28529,Credit/Debit Card Offers,Both,Mobile_Data,09:17:39,11,641.18,57966.57,Error,730.78,No,Yes,No,Not Applicable,Products always in Stock,0
13508,38,F,14ZY4HX,,Platinum Membership,2016-01-28,?,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,09:19:45,10,145.16,25282.91,22.0,727.88,Yes,No,No,Not Applicable,Poor Customer Service,0
13509,41,M,3X19PO5,,Basic Membership,2017-07-20,Yes,CID20297,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:51:17,15,30.35,49284.55,20.0,685.7,Yes,No,No,Not Applicable,Poor Customer Service,1
13510,49,F,RTMN9DC,Village,Gold Membership,2017-09-25,Yes,CID40187,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,09:14:17,5,59.78,39109.9,Error,745.88,No,Yes,Yes,Solved,Poor Product Quality,0
13511,41,F,KNBRMFT,,Basic Membership,2017-05-25,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,21:18:52,14,92.41,19958.69,25.0,655.35,No,Yes,No,Not Applicable,Poor Product Quality,1
13512,15,F,LHZ36I2,,No Membership,2017-04-04,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:26:01,15,55.29,36716.39,19.0,671.47,No,Yes,Yes,Solved in Follow-up,Poor Website,1
13513,44,F,POC9UO1,Town,Premium Membership,2016-04-23,Yes,CID31914,Credit/Debit Card Offers,Smartphone,Wi-Fi,12:05:06,12,887.31,70703.52,12.0,848.3,Yes,Yes,No,Not Applicable,Quality Customer Care,0
13514,35,F,KC4GAMS,City,No Membership,2016-05-11,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,13:57:37,7,432.65,1920.7,5.0,599.2,Yes,No,No,Not Applicable,No reason specified,1
13515,44,M,U1MQVLV,Village,Platinum Membership,2015-09-09,?,CID9040,Gift Vouchers/Coupons,Desktop,Mobile_Data,03:04:49,4,327.31,23340.04,3.0,1256.6390388703687,Yes,No,No,Not Applicable,Quality Customer Care,0
13516,30,M,Y221ORZ,Town,No Membership,2015-02-08,Yes,CID23908,Gift Vouchers/Coupons,?,Fiber_Optic,13:06:30,9,111.88,33266.25,5.0,678.25,Yes,No,No,Not Applicable,Poor Website,1
13517,37,M,UV3SMF0,Village,Gold Membership,2015-06-28,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,22:55:41,10,34.11,13654.05,24.0,607.32,Yes,No,No,Not Applicable,No reason specified,0
13518,37,M,JFWYBIC,City,Gold Membership,2017-12-03,Yes,CID14398,Without Offers,Both,Mobile_Data,04:41:42,8,247.76,1727.55,18.0,708.01,No,Yes,No,Not Applicable,No reason specified,0
13519,24,M,RF0HV7H,City,No Membership,2017-08-23,Yes,CID48911,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:24:12,21,254.38,11961.17,21.0,514.37,Yes,No,Yes,Solved in Follow-up,Poor Website,1
13520,44,F,L5L6DYM,,Premium Membership,2016-04-27,Yes,CID17542,Credit/Debit Card Offers,Desktop,Mobile_Data,09:40:24,20,45.75,12199.73,19.0,766.38,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
13521,55,M,DMGQIKY,,Gold Membership,2017-06-27,Yes,CID37975,Credit/Debit Card Offers,Desktop,Wi-Fi,03:21:42,12,162.38,17131.9,25.0,692.48,Yes,No,Yes,Unsolved,Poor Product Quality,1
13522,36,F,ZX5SPAL,,Silver Membership,2017-04-02,?,CID41722,Without Offers,?,Fiber_Optic,19:57:38,9,-573.1944239375724,10459.97,29.0,697.68,Yes,No,Yes,No Information Available,Poor Customer Service,1
13523,53,F,NIUTFY3,City,Basic Membership,2017-02-28,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,04:03:56,12,362.91,17812.09,8.0,571.1,No,Yes,No,Not Applicable,No reason specified,1
13524,21,F,JJKMMSO,Town,Basic Membership,2016-10-11,Yes,CID46212,Credit/Debit Card Offers,Desktop,Mobile_Data,17:36:07,-999,515.86,3292.51,28.0,1146.569178610037,Yes,Yes,No,Not Applicable,Too many ads,1
13525,38,F,4SDTKT5,,No Membership,2016-12-25,Yes,CID19501,,?,Wi-Fi,23:40:50,4,218.18,7423.56,28.0,647.19,No,Yes,No,Not Applicable,Poor Customer Service,1
13526,64,F,TX7OFQC,City,Gold Membership,2015-09-27,?,CID40005,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:13:12,-999,30.08,43363.61,15.0,803.0,No,Yes,No,Not Applicable,Reasonable Price,0
13527,61,F,DB0Z1WV,City,Gold Membership,2017-07-11,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,16:54:48,14,152.65,6800.3,27.0,741.88,Yes,No,No,Not Applicable,Poor Product Quality,0
13528,51,M,GAN9FBU,Village,Basic Membership,2015-06-08,Yes,CID12588,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:52:57,19,263.3,15334.77,29.0,616.82,No,Yes,No,Not Applicable,Poor Customer Service,1
13529,52,M,LTDC2EI,Town,No Membership,2016-08-14,No,xxxxxxxx,Without Offers,?,Wi-Fi,16:09:08,9,394.55,21039.62,28.0,23.331218866990294,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
13530,34,F,PEL1XU2,Town,Gold Membership,2017-09-05,Yes,CID60981,Without Offers,Smartphone,Fiber_Optic,10:02:43,23,145.35,30448.94,Error,723.94,No,Yes,Yes,Solved,No reason specified,0
13531,16,F,L2FTQA9,City,Basic Membership,2017-10-05,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,05:22:55,10,30.0,41353.54,28.910535036296746,686.92,Yes,No,Yes,Solved in Follow-up,No reason specified,1
13532,16,M,KTKLL37,Village,Basic Membership,2017-07-25,?,CID44567,Gift Vouchers/Coupons,?,Fiber_Optic,02:04:12,-999,32.3,34784.05,10.0,591.35,Yes,No,No,Not Applicable,Too many ads,1
13533,62,M,3OT33QZ,,Premium Membership,2016-02-08,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,01:14:52,6,133.35,5570.17,11.0,738.27,No,Yes,No,Not Applicable,Poor Website,0
13534,53,M,NLB4GBI,Town,No Membership,2015-01-26,Yes,CID56767,Without Offers,Desktop,Mobile_Data,09:16:16,20,1212.6490235178735,38031.0,24.0,630.78,Yes,No,No,Not Applicable,Poor Product Quality,1
13535,25,F,0XMHXSR,,Gold Membership,2017-03-03,Yes,CID14066,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:25:46,26,136.67,3591.9,13.0,775.77,Yes,No,Yes,Unsolved,No reason specified,0
13536,28,F,B1E4V2Q,Village,Platinum Membership,2015-07-17,?,CID31316,Gift Vouchers/Coupons,Both,Wi-Fi,08:42:26,20,330.01,73508.74,17.0,1412.15651745324,No,Yes,No,Not Applicable,User Friendly Website,0
13537,64,F,Z8DJIAM,City,Silver Membership,2017-12-21,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,22:22:02,15,238.91,49636.45,Error,600.89,Yes,No,Yes,Solved in Follow-up,Poor Website,1
13538,11,M,V5ZILN4,City,Gold Membership,2016-01-11,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,23:14:22,13,1253.5257642113347,35859.2,9.0,,No,Yes,No,Not Applicable,Products always in Stock,0
13539,42,M,8CZIG3N,Town,Silver Membership,2015-03-08,Yes,xxxxxxxx,Without Offers,?,Mobile_Data,22:30:29,15,939.114911466186,40256.93,24.0,762.84,No,Yes,Yes,Unsolved,Poor Website,0
13540,48,F,CSPI7P1,,Basic Membership,2016-12-20,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,11:52:14,13,32.54,42225.34,13.0,655.45,No,Yes,No,Not Applicable,Poor Customer Service,1
13541,43,F,OW6GW70,City,Premium Membership,2015-06-21,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,01:40:53,12,112.93,72095.56,18.0,783.44,No,Yes,Yes,Solved,Reasonable Price,0
13542,13,F,LCQB3VO,City,Silver Membership,2015-02-16,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,01:50:07,-999,435.01,41233.38,14.0,612.14,No,Yes,No,Not Applicable,Poor Customer Service,1
13543,15,M,SQKM9AH,City,Silver Membership,2017-05-30,Yes,CID12564,Without Offers,Desktop,Fiber_Optic,19:57:09,7,49.99,5381.95,26.0,635.17,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
13544,12,M,OZRAQ19,Town,No Membership,2016-07-05,No,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,10:14:00,7,450.11,33421.39,Error,612.62,Yes,No,Yes,No Information Available,Poor Customer Service,1
13545,10,M,TROH9HW,City,Gold Membership,2015-12-21,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,09:01:05,11,425.61,88796.08,12.0,807.1,Yes,Yes,No,Not Applicable,Quality Customer Care,0
13546,60,F,4HSC1U4,Town,Silver Membership,2017-05-19,Yes,CID59556,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:23:34,7,811.87,48973.16,13.0,707.94,Yes,Yes,No,Not Applicable,Poor Customer Service,0
13547,51,F,F6YNMWI,Town,No Membership,2015-11-15,Yes,CID26959,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:05:01,-999,360.3,22785.28,17.0,456.1512265932967,Yes,Yes,No,Not Applicable,No reason specified,0
13548,23,M,XEWE7OF,,Silver Membership,2016-08-15,?,CID40964,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,03:52:44,-999,148.95,5040.86,20.0,399.3921796973802,No,Yes,Yes,No Information Available,No reason specified,0
13549,41,M,LDJT2S8,Town,Premium Membership,2015-01-10,Yes,CID49601,Credit/Debit Card Offers,Desktop,Mobile_Data,06:32:46,-999,243.46,1059.58,16.0,793.13,Yes,No,Yes,No Information Available,No reason specified,0
13550,23,F,UNB6Y7Q,Town,No Membership,2016-01-27,Yes,CID54430,Gift Vouchers/Coupons,Desktop,Wi-Fi,15:19:36,13,95.35,12933.4,14.0,514.44,Yes,No,Yes,No Information Available,Poor Website,1
13551,63,M,J2H53VL,Town,No Membership,2016-03-04,Yes,CID1667,Credit/Debit Card Offers,?,Mobile_Data,11:40:31,5,658.96,11800.37,10.0,654.52,Yes,Yes,No,Not Applicable,Poor Product Quality,1
13552,49,F,8Q2Z0IV,Town,Platinum Membership,2017-04-10,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,06:17:54,21,32.0,25718.42,10.0,787.79,Yes,No,No,Not Applicable,Too many ads,0
13553,45,F,X99G2D0,City,Basic Membership,2015-09-27,?,CID14865,Without Offers,Smartphone,Fiber_Optic,20:47:11,23,114.01,1843.8,28.0,843.4281298414253,No,Yes,No,Not Applicable,Poor Customer Service,1
13554,43,M,C5IFTRT,Village,Platinum Membership,2015-11-27,Yes,CID22906,Gift Vouchers/Coupons,Smartphone,Wi-Fi,06:15:59,-999,39.33,55915.19,11.0,808.21,No,Yes,No,Not Applicable,Reasonable Price,0
13555,58,M,AJ8Y6KS,City,Gold Membership,2017-06-07,No,xxxxxxxx,Without Offers,Both,Fiber_Optic,08:15:17,9,453.7,30554.07,7.0,761.09,No,Yes,No,Not Applicable,Poor Website,0
13556,27,F,6QUPLZU,Village,No Membership,2016-07-15,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,11:00:52,17,129.11,40740.98,10.0,681.53,Yes,No,No,Not Applicable,No reason specified,1
13557,11,F,NUGRJTQ,City,No Membership,2015-10-01,Yes,CID3850,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,13:36:44,8,39.41,19598.47,29.0,677.12,Yes,No,Yes,No Information Available,No reason specified,0
13558,36,F,ZYPCGGC,Town,No Membership,2016-11-10,Yes,CID54314,Credit/Debit Card Offers,?,Wi-Fi,20:02:16,11,995.38066972773,5449.55,17.0,712.81,Yes,No,No,Not Applicable,Poor Customer Service,0
13559,30,F,M6YW00O,Village,No Membership,2016-11-28,Yes,CID18261,Credit/Debit Card Offers,Both,Wi-Fi,13:52:51,12,2328.360644871611,7271.22,16.0,628.12,No,Yes,Yes,No Information Available,Too many ads,1
13560,28,M,PRHH553,Town,Premium Membership,2017-01-08,Yes,CID54091,Credit/Debit Card Offers,Desktop,Mobile_Data,19:21:36,12,1161.26,27194.36,18.0,717.56,Yes,No,No,Not Applicable,Poor Website,0
13561,58,M,9AWBVRW,Town,Silver Membership,2015-04-15,Yes,CID50314,Without Offers,Desktop,Fiber_Optic,17:35:03,18,-817.5852511883487,25742.45,15.0,722.3,Yes,No,No,Not Applicable,Poor Customer Service,0
13562,63,M,GXHEOR5,Town,Gold Membership,2015-08-01,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,14:04:04,11,289.33,82106.0,18.0,448.2940060954603,No,Yes,Yes,No Information Available,Products always in Stock,0
13563,18,F,UX13CH6,Town,No Membership,2015-09-26,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,16:02:00,16,67.24,13531.23,16.0,605.75,No,Yes,No,Not Applicable,No reason specified,1
13564,23,M,UNL9XF5,Village,No Membership,2016-09-08,Yes,CID55912,Without Offers,Smartphone,Fiber_Optic,14:47:14,13,130.77,3134.26,22.0,554.19,Yes,No,No,Not Applicable,Too many ads,1
13565,12,F,G1C5ANH,,Basic Membership,2017-04-17,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,18:12:06,-999,466.42,10644.34,21.0,690.31,Yes,No,No,Not Applicable,Poor Product Quality,1
13566,48,F,M4XTMHG,Town,Basic Membership,2015-06-07,No,xxxxxxxx,Without Offers,?,Fiber_Optic,04:25:31,9,104.49,47317.03,18.0,534.34,No,Yes,No,Not Applicable,No reason specified,1
13567,10,F,JMLIUKL,,Gold Membership,2015-05-03,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,18:15:11,18,46.22,36113.59,13.0,781.95,No,Yes,Yes,Unsolved,Poor Product Quality,0
13568,46,M,JE80STP,Town,Basic Membership,2015-09-15,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:39:22,16,34.52,31776.68,7.0,687.81,No,Yes,No,Not Applicable,Poor Customer Service,1
13569,13,F,XJWZ9CL,City,No Membership,2017-05-19,?,CID35175,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:56:17,15,120.0,14094.92,5.0,1061.5941532424736,No,Yes,No,Not Applicable,Poor Customer Service,1
13570,57,F,TJJNA5V,Village,Gold Membership,2015-09-05,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,01:28:16,13,39.56,27404.79,23.0,764.39,Yes,No,No,Not Applicable,Poor Customer Service,0
13571,22,M,D32049N,Town,Gold Membership,2015-07-02,Yes,CID55556,Gift Vouchers/Coupons,Desktop,Mobile_Data,05:05:57,8,156.47,36536.72,7.0,733.72,No,Yes,Yes,Unsolved,Poor Product Quality,0
13572,23,F,TJLNICA,Village,Premium Membership,2017-12-27,Yes,CID53593,Credit/Debit Card Offers,Desktop,Mobile_Data,04:19:36,12,705.48,45939.2,Error,788.95,Yes,Yes,No,Not Applicable,Quality Customer Care,0
13573,55,M,Z8NRZ2R,Town,Platinum Membership,2017-09-13,No,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,19:40:12,9,35.97,44298.82,7.0,731.42,No,Yes,Yes,Unsolved,Poor Product Quality,0
13574,15,M,37L1GXR,City,Platinum Membership,2016-04-30,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,23:37:02,7,68.08,37932.28,7.0,1073.608423284148,No,Yes,Yes,Solved,Poor Customer Service,0
13575,61,M,Z2O88AD,Town,Gold Membership,2015-09-18,Yes,CID54578,Without Offers,Smartphone,Mobile_Data,20:30:07,23,42.14,43901.27,27.0,717.65,Yes,No,No,Not Applicable,No reason specified,1
